	Date	Concentration(microg/m^3)	SamplingPoint
54	2021-01-27 20:00:00+00:00	56.2	NO/SPO_NO0147A_5_3157
55	2021-01-27 21:00:00+00:00	57.50000000000001	NO/SPO_NO0147A_5_3157
56	2021-01-27 22:00:00+00:00	60.6	NO/SPO_NO0147A_5_3157
57	2021-01-27 23:00:00+00:00	69.80000000000001	NO/SPO_NO0147A_5_3157
58	2021-01-28 00:00:00+00:00	49.400000000000006	NO/SPO_NO0147A_5_3157
59	2021-01-28 01:00:00+00:00	35.0	NO/SPO_NO0147A_5_3157
60	2021-01-28 02:00:00+00:00	19.200000000000003	NO/SPO_NO0147A_5_3157
61	2021-01-28 03:00:00+00:00	14.2	NO/SPO_NO0147A_5_3157
62	2021-01-28 04:00:00+00:00	11.2	NO/SPO_NO0147A_5_3157
63	2021-01-28 05:00:00+00:00	10.0	NO/SPO_NO0147A_5_3157
64	2021-01-28 06:00:00+00:00	8.8	NO/SPO_NO0147A_5_3157
65	2021-01-28 07:00:00+00:00	7.300000000000001	NO/SPO_NO0147A_5_3157
66	2021-01-28 08:00:00+00:00	16.0	NO/SPO_NO0147A_5_3157
67	2021-01-28 09:00:00+00:00	28.700000000000003	NO/SPO_NO0147A_5_3157
68	2021-01-28 10:00:00+00:00	27.9	NO/SPO_NO0147A_5_3157
69	2021-01-28 11:00:00+00:00	33.400000000000006	NO/SPO_NO0147A_5_3157
70	2021-01-28 12:00:00+00:00	27.200000000000003	NO/SPO_NO0147A_5_3157
71	2021-01-28 13:00:00+00:00	27.3	NO/SPO_NO0147A_5_3157
72	2021-01-28 14:00:00+00:00	20.1	NO/SPO_NO0147A_5_3157
73	2021-01-28 15:00:00+00:00	15.6	NO/SPO_NO0147A_5_3157
74	2021-01-28 16:00:00+00:00	18.6	NO/SPO_NO0147A_5_3157
75	2021-01-28 17:00:00+00:00	22.3	NO/SPO_NO0147A_5_3157
76	2021-01-28 18:00:00+00:00	58.3	NO/SPO_NO0147A_5_3157
77	2021-01-28 19:00:00+00:00	57.900000000000006	NO/SPO_NO0147A_5_3157
78	2021-01-28 20:00:00+00:00	46.400000000000006	NO/SPO_NO0147A_5_3157
79	2021-01-28 21:00:00+00:00	54.900000000000006	NO/SPO_NO0147A_5_3157
80	2021-01-28 22:00:00+00:00	42.2	NO/SPO_NO0147A_5_3157
81	2021-01-28 23:00:00+00:00	31.200000000000003	NO/SPO_NO0147A_5_3157
82	2021-01-29 00:00:00+00:00	23.0	NO/SPO_NO0147A_5_3157
83	2021-01-29 01:00:00+00:00	24.4	NO/SPO_NO0147A_5_3157
84	2021-01-29 02:00:00+00:00	19.3	NO/SPO_NO0147A_5_3157
85	2021-01-29 03:00:00+00:00	16.0	NO/SPO_NO0147A_5_3157
86	2021-01-29 04:00:00+00:00	14.1	NO/SPO_NO0147A_5_3157
87	2021-01-29 05:00:00+00:00	12.2	NO/SPO_NO0147A_5_3157
88	2021-01-29 06:00:00+00:00	10.2	NO/SPO_NO0147A_5_3157
89	2021-01-29 07:00:00+00:00	9.3	NO/SPO_NO0147A_5_3157
90	2021-01-29 08:00:00+00:00	10.9	NO/SPO_NO0147A_5_3157
91	2021-01-29 09:00:00+00:00	11.9	NO/SPO_NO0147A_5_3157
92	2021-01-29 10:00:00+00:00	12.3	NO/SPO_NO0147A_5_3157
93	2021-01-29 11:00:00+00:00	15.2	NO/SPO_NO0147A_5_3157
94	2021-01-29 12:00:00+00:00	18.3	NO/SPO_NO0147A_5_3157
95	2021-01-29 13:00:00+00:00	20.5	NO/SPO_NO0147A_5_3157
96	2021-01-29 14:00:00+00:00	19.700000000000003	NO/SPO_NO0147A_5_3157
97	2021-01-29 15:00:00+00:00	18.6	NO/SPO_NO0147A_5_3157
98	2021-01-29 16:00:00+00:00	23.6	NO/SPO_NO0147A_5_3157
99	2021-01-29 17:00:00+00:00	22.9	NO/SPO_NO0147A_5_3157
100	2021-01-29 18:00:00+00:00	25.6	NO/SPO_NO0147A_5_3157
101	2021-01-29 19:00:00+00:00	24.4	NO/SPO_NO0147A_5_3157
102	2021-01-29 20:00:00+00:00	26.000000000000004	NO/SPO_NO0147A_5_3157
103	2021-01-29 21:00:00+00:00	28.000000000000004	NO/SPO_NO0147A_5_3157
104	2021-01-29 22:00:00+00:00	22.5	NO/SPO_NO0147A_5_3157
105	2021-01-29 23:00:00+00:00	22.3	NO/SPO_NO0147A_5_3157
106	2021-01-30 00:00:00+00:00	22.4	NO/SPO_NO0147A_5_3157
107	2021-01-30 01:00:00+00:00	18.700000000000003	NO/SPO_NO0147A_5_3157
108	2021-01-30 02:00:00+00:00	19.3	NO/SPO_NO0147A_5_3157
109	2021-01-30 03:00:00+00:00	17.1	NO/SPO_NO0147A_5_3157
110	2021-01-30 04:00:00+00:00	17.5	NO/SPO_NO0147A_5_3157
111	2021-01-30 05:00:00+00:00	15.1	NO/SPO_NO0147A_5_3157
112	2021-01-30 06:00:00+00:00	14.8	NO/SPO_NO0147A_5_3157
113	2021-01-30 07:00:00+00:00	13.7	NO/SPO_NO0147A_5_3157
114	2021-01-30 08:00:00+00:00	13.9	NO/SPO_NO0147A_5_3157
115	2021-01-30 09:00:00+00:00	13.9	NO/SPO_NO0147A_5_3157
116	2021-01-30 10:00:00+00:00	18.1	NO/SPO_NO0147A_5_3157
117	2021-01-30 11:00:00+00:00	30.1	NO/SPO_NO0147A_5_3157
118	2021-01-30 12:00:00+00:00	21.700000000000003	NO/SPO_NO0147A_5_3157
119	2021-01-30 13:00:00+00:00	25.500000000000004	NO/SPO_NO0147A_5_3157
120	2021-01-30 14:00:00+00:00	25.1	NO/SPO_NO0147A_5_3157
121	2021-01-30 15:00:00+00:00	26.9	NO/SPO_NO0147A_5_3157
122	2021-01-30 16:00:00+00:00	30.700000000000003	NO/SPO_NO0147A_5_3157
123	2021-01-30 17:00:00+00:00	37.1	NO/SPO_NO0147A_5_3157
124	2021-01-30 18:00:00+00:00	56.400000000000006	NO/SPO_NO0147A_5_3157
125	2021-01-30 19:00:00+00:00	79.30000000000001	NO/SPO_NO0147A_5_3157
126	2021-01-30 20:00:00+00:00	61.00000000000001	NO/SPO_NO0147A_5_3157
127	2021-01-30 21:00:00+00:00	67.2	NO/SPO_NO0147A_5_3157
128	2021-01-30 22:00:00+00:00	71.9	NO/SPO_NO0147A_5_3157
129	2021-01-30 23:00:00+00:00	70.9	NO/SPO_NO0147A_5_3157
130	2021-01-31 00:00:00+00:00	68.2	NO/SPO_NO0147A_5_3157
131	2021-01-31 01:00:00+00:00	53.7	NO/SPO_NO0147A_5_3157
132	2021-01-31 02:00:00+00:00	51.50000000000001	NO/SPO_NO0147A_5_3157
133	2021-01-31 03:00:00+00:00	46.5	NO/SPO_NO0147A_5_3157
134	2021-01-31 04:00:00+00:00	34.6	NO/SPO_NO0147A_5_3157
135	2021-01-31 05:00:00+00:00	35.300000000000004	NO/SPO_NO0147A_5_3157
136	2021-01-31 06:00:00+00:00	33.6	NO/SPO_NO0147A_5_3157
137	2021-01-31 07:00:00+00:00	30.4	NO/SPO_NO0147A_5_3157
138	2021-01-31 08:00:00+00:00	31.9	NO/SPO_NO0147A_5_3157
139	2021-01-31 09:00:00+00:00	37.7	NO/SPO_NO0147A_5_3157
140	2021-01-31 10:00:00+00:00	46.6	NO/SPO_NO0147A_5_3157
141	2021-01-31 11:00:00+00:00	43.1	NO/SPO_NO0147A_5_3157
142	2021-01-31 12:00:00+00:00	40.7	NO/SPO_NO0147A_5_3157
143	2021-01-31 13:00:00+00:00	37.8	NO/SPO_NO0147A_5_3157
144	2021-01-31 14:00:00+00:00	33.800000000000004	NO/SPO_NO0147A_5_3157
145	2021-01-31 15:00:00+00:00	37.3	NO/SPO_NO0147A_5_3157
146	2021-01-31 16:00:00+00:00	37.6	NO/SPO_NO0147A_5_3157
147	2021-01-31 17:00:00+00:00	51.1	NO/SPO_NO0147A_5_3157
148	2021-01-31 18:00:00+00:00	79.80000000000001	NO/SPO_NO0147A_5_3157
149	2021-01-31 19:00:00+00:00	113.3	NO/SPO_NO0147A_5_3157
150	2021-01-31 20:00:00+00:00	104.2	NO/SPO_NO0147A_5_3157
151	2021-01-31 21:00:00+00:00	124.8	NO/SPO_NO0147A_5_3157
152	2021-01-31 22:00:00+00:00	87.9	NO/SPO_NO0147A_5_3157
153	2021-01-31 23:00:00+00:00	78.30000000000001	NO/SPO_NO0147A_5_3157
154	2021-02-01 00:00:00+00:00	73.10000000000001	NO/SPO_NO0147A_5_3157
155	2021-02-01 01:00:00+00:00	58.900000000000006	NO/SPO_NO0147A_5_3157
156	2021-02-01 02:00:00+00:00	46.0	NO/SPO_NO0147A_5_3157
157	2021-02-01 03:00:00+00:00	40.5	NO/SPO_NO0147A_5_3157
158	2021-02-01 04:00:00+00:00	34.6	NO/SPO_NO0147A_5_3157
159	2021-02-01 05:00:00+00:00	26.000000000000004	NO/SPO_NO0147A_5_3157
160	2021-02-01 06:00:00+00:00	16.400000000000002	NO/SPO_NO0147A_5_3157
161	2021-02-01 07:00:00+00:00	11.0	NO/SPO_NO0147A_5_3157
162	2021-02-01 08:00:00+00:00	12.6	NO/SPO_NO0147A_5_3157
163	2021-02-01 09:00:00+00:00	13.7	NO/SPO_NO0147A_5_3157
164	2021-02-01 10:00:00+00:00	21.5	NO/SPO_NO0147A_5_3157
165	2021-02-01 11:00:00+00:00	16.5	NO/SPO_NO0147A_5_3157
166	2021-02-01 12:00:00+00:00	25.3	NO/SPO_NO0147A_5_3157
167	2021-02-01 13:00:00+00:00	20.9	NO/SPO_NO0147A_5_3157
168	2021-02-01 14:00:00+00:00	18.5	NO/SPO_NO0147A_5_3157
169	2021-02-01 15:00:00+00:00	19.5	NO/SPO_NO0147A_5_3157
170	2021-02-01 16:00:00+00:00	18.3	NO/SPO_NO0147A_5_3157
171	2021-02-01 17:00:00+00:00	19.4	NO/SPO_NO0147A_5_3157
172	2021-02-01 18:00:00+00:00	44.1	NO/SPO_NO0147A_5_3157
173	2021-02-01 19:00:00+00:00	33.900000000000006	NO/SPO_NO0147A_5_3157
174	2021-02-01 20:00:00+00:00	62.3	NO/SPO_NO0147A_5_3157
175	2021-02-01 21:00:00+00:00	86.30000000000001	NO/SPO_NO0147A_5_3157
176	2021-02-01 22:00:00+00:00	42.8	NO/SPO_NO0147A_5_3157
177	2021-02-01 23:00:00+00:00	20.700000000000003	NO/SPO_NO0147A_5_3157
178	2021-02-02 00:00:00+00:00	21.4	NO/SPO_NO0147A_5_3157
179	2021-02-02 01:00:00+00:00	14.500000000000002	NO/SPO_NO0147A_5_3157
180	2021-02-02 02:00:00+00:00	14.500000000000002	NO/SPO_NO0147A_5_3157
181	2021-02-02 03:00:00+00:00	12.7	NO/SPO_NO0147A_5_3157
182	2021-02-02 04:00:00+00:00	9.4	NO/SPO_NO0147A_5_3157
183	2021-02-02 05:00:00+00:00	10.4	NO/SPO_NO0147A_5_3157
184	2021-02-02 06:00:00+00:00	7.1000000000000005	NO/SPO_NO0147A_5_3157
185	2021-02-02 07:00:00+00:00	7.9	NO/SPO_NO0147A_5_3157
186	2021-02-02 08:00:00+00:00	12.500000000000002	NO/SPO_NO0147A_5_3157
187	2021-02-02 09:00:00+00:00	18.9	NO/SPO_NO0147A_5_3157
188	2021-02-02 10:00:00+00:00	17.900000000000002	NO/SPO_NO0147A_5_3157
189	2021-02-02 11:00:00+00:00	10.1	NO/SPO_NO0147A_5_3157
190	2021-02-02 12:00:00+00:00	12.8	NO/SPO_NO0147A_5_3157
191	2021-02-02 13:00:00+00:00	10.4	NO/SPO_NO0147A_5_3157
192	2021-02-02 14:00:00+00:00	8.4	NO/SPO_NO0147A_5_3157
193	2021-02-02 15:00:00+00:00	18.0	NO/SPO_NO0147A_5_3157
194	2021-02-02 16:00:00+00:00	7.1000000000000005	NO/SPO_NO0147A_5_3157
195	2021-02-02 17:00:00+00:00	6.2	NO/SPO_NO0147A_5_3157
196	2021-02-02 18:00:00+00:00	8.600000000000001	NO/SPO_NO0147A_5_3157
197	2021-02-02 19:00:00+00:00	9.7	NO/SPO_NO0147A_5_3157
198	2021-02-02 20:00:00+00:00	15.9	NO/SPO_NO0147A_5_3157
199	2021-02-02 21:00:00+00:00	8.600000000000001	NO/SPO_NO0147A_5_3157
200	2021-02-02 22:00:00+00:00	6.7	NO/SPO_NO0147A_5_3157
201	2021-02-02 23:00:00+00:00	9.3	NO/SPO_NO0147A_5_3157
202	2021-02-03 00:00:00+00:00	6.500000000000001	NO/SPO_NO0147A_5_3157
203	2021-02-03 01:00:00+00:00	6.800000000000001	NO/SPO_NO0147A_5_3157
204	2021-02-03 02:00:00+00:00	8.200000000000001	NO/SPO_NO0147A_5_3157
205	2021-02-03 03:00:00+00:00	7.6	NO/SPO_NO0147A_5_3157
206	2021-02-03 04:00:00+00:00	6.4	NO/SPO_NO0147A_5_3157
207	2021-02-03 05:00:00+00:00	9.0	NO/SPO_NO0147A_5_3157
208	2021-02-03 06:00:00+00:00	9.7	NO/SPO_NO0147A_5_3157
209	2021-02-03 07:00:00+00:00	7.2	NO/SPO_NO0147A_5_3157
210	2021-02-03 08:00:00+00:00	8.700000000000001	NO/SPO_NO0147A_5_3157
211	2021-02-03 09:00:00+00:00	6.7	NO/SPO_NO0147A_5_3157
212	2021-02-03 10:00:00+00:00	10.1	NO/SPO_NO0147A_5_3157
213	2021-02-03 11:00:00+00:00	12.4	NO/SPO_NO0147A_5_3157
214	2021-02-03 12:00:00+00:00	11.0	NO/SPO_NO0147A_5_3157
215	2021-02-03 13:00:00+00:00	10.6	NO/SPO_NO0147A_5_3157
216	2021-02-03 14:00:00+00:00	6.4	NO/SPO_NO0147A_5_3157
217	2021-02-03 15:00:00+00:00	6.2	NO/SPO_NO0147A_5_3157
218	2021-02-03 16:00:00+00:00	5.4	NO/SPO_NO0147A_5_3157
219	2021-02-03 17:00:00+00:00	7.2	NO/SPO_NO0147A_5_3157
220	2021-02-03 18:00:00+00:00	9.6	NO/SPO_NO0147A_5_3157
221	2021-02-03 19:00:00+00:00	8.8	NO/SPO_NO0147A_5_3157
222	2021-02-03 20:00:00+00:00	10.5	NO/SPO_NO0147A_5_3157
223	2021-02-03 21:00:00+00:00	9.0	NO/SPO_NO0147A_5_3157
224	2021-02-03 22:00:00+00:00	10.1	NO/SPO_NO0147A_5_3157
225	2021-02-03 23:00:00+00:00	7.000000000000001	NO/SPO_NO0147A_5_3157
226	2021-02-04 00:00:00+00:00	7.800000000000001	NO/SPO_NO0147A_5_3157
227	2021-02-04 01:00:00+00:00	10.5	NO/SPO_NO0147A_5_3157
228	2021-02-04 02:00:00+00:00	6.300000000000001	NO/SPO_NO0147A_5_3157
229	2021-02-04 03:00:00+00:00	6.500000000000001	NO/SPO_NO0147A_5_3157
230	2021-02-04 04:00:00+00:00	6.1000000000000005	NO/SPO_NO0147A_5_3157
231	2021-02-04 05:00:00+00:00	7.300000000000001	NO/SPO_NO0147A_5_3157
232	2021-02-04 06:00:00+00:00	5.1000000000000005	NO/SPO_NO0147A_5_3157
233	2021-02-04 07:00:00+00:00	5.1000000000000005	NO/SPO_NO0147A_5_3157
234	2021-02-04 08:00:00+00:00	9.0	NO/SPO_NO0147A_5_3157
235	2021-02-04 09:00:00+00:00	9.9	NO/SPO_NO0147A_5_3157
236	2021-02-04 10:00:00+00:00	11.3	NO/SPO_NO0147A_5_3157
237	2021-02-04 11:00:00+00:00	11.3	NO/SPO_NO0147A_5_3157
238	2021-02-04 12:00:00+00:00	7.9	NO/SPO_NO0147A_5_3157
239	2021-02-04 13:00:00+00:00	6.7	NO/SPO_NO0147A_5_3157
240	2021-02-04 14:00:00+00:00	6.0	NO/SPO_NO0147A_5_3157
241	2021-02-04 15:00:00+00:00	6.2	NO/SPO_NO0147A_5_3157
242	2021-02-04 16:00:00+00:00	11.3	NO/SPO_NO0147A_5_3157
243	2021-02-04 17:00:00+00:00	22.700000000000003	NO/SPO_NO0147A_5_3157
244	2021-02-04 18:00:00+00:00	37.3	NO/SPO_NO0147A_5_3157
245	2021-02-04 19:00:00+00:00	61.2	NO/SPO_NO0147A_5_3157
246	2021-02-04 20:00:00+00:00	61.2	NO/SPO_NO0147A_5_3157
247	2021-02-04 21:00:00+00:00	65.4	NO/SPO_NO0147A_5_3157
248	2021-02-04 22:00:00+00:00	69.5	NO/SPO_NO0147A_5_3157
249	2021-02-04 23:00:00+00:00	57.50000000000001	NO/SPO_NO0147A_5_3157
250	2021-02-05 00:00:00+00:00	48.400000000000006	NO/SPO_NO0147A_5_3157
251	2021-02-05 01:00:00+00:00	38.6	NO/SPO_NO0147A_5_3157
252	2021-02-05 02:00:00+00:00	26.3	NO/SPO_NO0147A_5_3157
253	2021-02-05 03:00:00+00:00	19.3	NO/SPO_NO0147A_5_3157
254	2021-02-05 04:00:00+00:00	12.3	NO/SPO_NO0147A_5_3157
255	2021-02-05 05:00:00+00:00	10.2	NO/SPO_NO0147A_5_3157
256	2021-02-05 06:00:00+00:00	7.9	NO/SPO_NO0147A_5_3157
257	2021-02-05 07:00:00+00:00	9.3	NO/SPO_NO0147A_5_3157
258	2021-02-05 08:00:00+00:00	19.8	NO/SPO_NO0147A_5_3157
259	2021-02-05 09:00:00+00:00	48.3	NO/SPO_NO0147A_5_3157
260	2021-02-05 10:00:00+00:00	69.30000000000001	NO/SPO_NO0147A_5_3157
261	2021-02-05 11:00:00+00:00	36.400000000000006	NO/SPO_NO0147A_5_3157
262	2021-02-05 12:00:00+00:00	20.0	NO/SPO_NO0147A_5_3157
263	2021-02-05 13:00:00+00:00	15.6	NO/SPO_NO0147A_5_3157
264	2021-02-05 14:00:00+00:00	7.6	NO/SPO_NO0147A_5_3157
265	2021-02-05 15:00:00+00:00	16.200000000000003	NO/SPO_NO0147A_5_3157
266	2021-02-05 16:00:00+00:00	10.8	NO/SPO_NO0147A_5_3157
267	2021-02-05 17:00:00+00:00	13.9	NO/SPO_NO0147A_5_3157
268	2021-02-05 18:00:00+00:00	33.1	NO/SPO_NO0147A_5_3157
269	2021-02-05 19:00:00+00:00	59.3	NO/SPO_NO0147A_5_3157
270	2021-02-05 20:00:00+00:00	89.4	NO/SPO_NO0147A_5_3157
271	2021-02-05 21:00:00+00:00	110.7	NO/SPO_NO0147A_5_3157
272	2021-02-05 22:00:00+00:00	98.2	NO/SPO_NO0147A_5_3157
273	2021-02-05 23:00:00+00:00	76.80000000000001	NO/SPO_NO0147A_5_3157
274	2021-02-06 00:00:00+00:00	57.1	NO/SPO_NO0147A_5_3157
275	2021-02-06 01:00:00+00:00	57.50000000000001	NO/SPO_NO0147A_5_3157
276	2021-02-06 02:00:00+00:00	53.900000000000006	NO/SPO_NO0147A_5_3157
277	2021-02-06 03:00:00+00:00	34.7	NO/SPO_NO0147A_5_3157
278	2021-02-06 04:00:00+00:00	17.3	NO/SPO_NO0147A_5_3157
279	2021-02-06 05:00:00+00:00	9.1	NO/SPO_NO0147A_5_3157
280	2021-02-06 06:00:00+00:00	7.300000000000001	NO/SPO_NO0147A_5_3157
281	2021-02-06 07:00:00+00:00	10.1	NO/SPO_NO0147A_5_3157
282	2021-02-06 08:00:00+00:00	8.5	NO/SPO_NO0147A_5_3157
283	2021-02-06 09:00:00+00:00	13.4	NO/SPO_NO0147A_5_3157
284	2021-02-06 10:00:00+00:00	29.000000000000004	NO/SPO_NO0147A_5_3157
285	2021-02-06 11:00:00+00:00	20.1	NO/SPO_NO0147A_5_3157
286	2021-02-06 12:00:00+00:00	12.9	NO/SPO_NO0147A_5_3157
287	2021-02-06 13:00:00+00:00	11.5	NO/SPO_NO0147A_5_3157
288	2021-02-06 14:00:00+00:00	8.8	NO/SPO_NO0147A_5_3157
289	2021-02-06 15:00:00+00:00	9.2	NO/SPO_NO0147A_5_3157
290	2021-02-06 16:00:00+00:00	10.7	NO/SPO_NO0147A_5_3157
291	2021-02-06 17:00:00+00:00	17.1	NO/SPO_NO0147A_5_3157
292	2021-02-06 18:00:00+00:00	32.6	NO/SPO_NO0147A_5_3157
293	2021-02-06 19:00:00+00:00	42.3	NO/SPO_NO0147A_5_3157
294	2021-02-06 20:00:00+00:00	89.10000000000001	NO/SPO_NO0147A_5_3157
295	2021-02-06 21:00:00+00:00	80.60000000000001	NO/SPO_NO0147A_5_3157
296	2021-02-06 22:00:00+00:00	76.4	NO/SPO_NO0147A_5_3157
297	2021-02-06 23:00:00+00:00	52.50000000000001	NO/SPO_NO0147A_5_3157
298	2021-02-07 00:00:00+00:00	53.1	NO/SPO_NO0147A_5_3157
299	2021-02-07 01:00:00+00:00	48.1	NO/SPO_NO0147A_5_3157
300	2021-02-07 02:00:00+00:00	38.900000000000006	NO/SPO_NO0147A_5_3157
301	2021-02-07 03:00:00+00:00	32.1	NO/SPO_NO0147A_5_3157
302	2021-02-07 04:00:00+00:00	18.0	NO/SPO_NO0147A_5_3157
303	2021-02-07 05:00:00+00:00	4.300000000000001	NO/SPO_NO0147A_5_3157
304	2021-02-07 06:00:00+00:00	2.8000000000000003	NO/SPO_NO0147A_5_3157
305	2021-02-07 07:00:00+00:00	1.8	NO/SPO_NO0147A_5_3157
306	2021-02-07 08:00:00+00:00	2.4000000000000004	NO/SPO_NO0147A_5_3157
307	2021-02-07 09:00:00+00:00	3.3000000000000003	NO/SPO_NO0147A_5_3157
308	2021-02-07 10:00:00+00:00	4.0	NO/SPO_NO0147A_5_3157
309	2021-02-07 11:00:00+00:00	4.2	NO/SPO_NO0147A_5_3157
310	2021-02-07 12:00:00+00:00	5.0	NO/SPO_NO0147A_5_3157
311	2021-02-07 13:00:00+00:00	3.8	NO/SPO_NO0147A_5_3157
312	2021-02-07 14:00:00+00:00	3.5000000000000004	NO/SPO_NO0147A_5_3157
313	2021-02-07 15:00:00+00:00	5.300000000000001	NO/SPO_NO0147A_5_3157
314	2021-02-07 16:00:00+00:00	4.800000000000001	NO/SPO_NO0147A_5_3157
315	2021-02-07 17:00:00+00:00	6.9	NO/SPO_NO0147A_5_3157
316	2021-02-07 18:00:00+00:00	10.7	NO/SPO_NO0147A_5_3157
317	2021-02-07 19:00:00+00:00	11.1	NO/SPO_NO0147A_5_3157
318	2021-02-07 20:00:00+00:00	18.5	NO/SPO_NO0147A_5_3157
319	2021-02-07 21:00:00+00:00	11.9	NO/SPO_NO0147A_5_3157
320	2021-02-07 22:00:00+00:00	8.4	NO/SPO_NO0147A_5_3157
321	2021-02-07 23:00:00+00:00	8.5	NO/SPO_NO0147A_5_3157
322	2021-02-08 00:00:00+00:00	27.000000000000004	NO/SPO_NO0147A_5_3157
323	2021-02-08 01:00:00+00:00	24.1	NO/SPO_NO0147A_5_3157
324	2021-02-08 02:00:00+00:00	12.0	NO/SPO_NO0147A_5_3157
325	2021-02-08 03:00:00+00:00	10.1	NO/SPO_NO0147A_5_3157
326	2021-02-08 04:00:00+00:00	9.7	NO/SPO_NO0147A_5_3157
327	2021-02-08 05:00:00+00:00	8.700000000000001	NO/SPO_NO0147A_5_3157
328	2021-02-08 06:00:00+00:00	2.6	NO/SPO_NO0147A_5_3157
329	2021-02-08 07:00:00+00:00	2.0	NO/SPO_NO0147A_5_3157
330	2021-02-08 08:00:00+00:00	4.300000000000001	NO/SPO_NO0147A_5_3157
331	2021-02-08 09:00:00+00:00	4.800000000000001	NO/SPO_NO0147A_5_3157
332	2021-02-08 10:00:00+00:00	4.300000000000001	NO/SPO_NO0147A_5_3157
