	B-G Namespace	Year	Air Quality Network	Air Quality Network Name	Timezone	Air Quality Station EoI Code	Air Quality Station Nat Code	Air Quality Station Name	Sampling Point Id	Air Pollutant	Longitude	Latitude	Altitude	Altitude Unit	Air Quality Station Area	Air Quality Station Type	Operational Activity Begin	Operational Activity End	Sample Id	Inlet Height	Inlet Height Unit	Building Distance	Building Distance Unit	Kerb Distance	Kerb Distance Unit	Distance Source	Distance Source Unit	Main Emission Sources	Heating Emissions	Heating Emissions Unit	Mobile	Traffic Emissions	Traffic Emissions Unit	Industrial Emissions	Industrial Emissions Unit	Municipality	Dispersion Local	Dispersion Regional	Distance Junction	Distance Junction Unit	Heavy Duty Fraction	Height Facades	Street Width	Traffic Speed	Traffic Volume	Process Id	Process Activity Begin	Process Activity End	Measurement Type	Measurement Method	Other Measurement Method	Measurement Equipment	Other Measurement Equipment	Sampling Method	Other Sampling Method	Analytical Technique	Other Analytical Technique	Equivalence Demonstrated	Demonstration Report	Detection Limit	Detection Limit Unit	Documentation	QA Report	Duration	Duration Unit	Cadence	Cadence Unit	Source Data URL	Imported	Unnamed: 70	Unnamed: 71
36	FI.FMI.AQ	2023	NET-FI028A	Vaasan verkko	UTC+02	FI00586	586	Vaasa vesitorni	SPO-FI00586_00005_100	PM10	21.6127	63.0935	16.0	m	urban	background	2006-02-01T00:00:00		SPO_F-FI00586_00005_100_100	5	m			81	m			Transport			0					Vaasa					0.05		35	35	10000	SPP-FI_A_1070_12_5			automatic	nephelometry		GRIMM-EDM180						inprogress		-999	ug.m-3		https://www.vaasa.fi/sites/default/files/vaasan_ilmanlaadun_seurannan_laadunvarmistus.pdf	1	hour	1	hour	http://cdr.eionet.europa.eu/fi/eu/aqd/d/envzxbhhw/FI_D_2023_v1.xml	2023-12-13T13:00:55.980		
37	FI.FMI.AQ	2023	NET-FI029A	Pietarsaaren seudun verkko	UTC+02	FI00397	397	BottenviksvÃ¤gen	SPO-FI00397_00005_100	PM10	22.7184	63.6791	8.0	m	urban	traffic	1997-04-01T00:00:00		SPO_F-FI00397_00005_100_100	3	m	15	m	10	m	10	m	Transport			0			190	t.year-1	Pietarsaari			50		0.25		11.5	40	15100	SPP-FI_A_1571_49_5			automatic	TEOM		TEOM1400						yes	http://expo.fmi.fi/aqes/public/PM_Equivalence%20report%20Kuopio_2017.pdf				https://www.aeri.fi/wp-content/uploads/2022/04/Aeri-laatujarjestelman-kuvaus-080422.pdf	1	hour	1	hour	http://cdr.eionet.europa.eu/fi/eu/aqd/d/envzxbhhw/FI_D_2023_v1.xml	2023-12-13T13:00:55.980		
38	IS.EA-Iceland.AQ	2022	NET-IS002A	Environment Agency of Iceland	UTC	IS0005A	Rvk_Gre	Reykjavik Grensas	SPO-IS0005A_00005_103	PM10	-21.8747	64.1301	31.0	m	urban	traffic	2018-08-31T00:00:00		SPO_F-IS0005A_00005_103_100	3.9	m	20	m	5	m			Transport			0								56	m	5		20	50	44000	SPP-IS_Gre_Bam_PM10			automatic	BETA		BAM1020heated						yes	http://qal1.de/15267/0000037055_00_02_metone_BAM1020_10_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
39	IS.EA-Iceland.AQ	2022	NET-IS002A	Environment Agency of Iceland	UTC	IS0052A	Ak_Str	Akureyri Strandgata (viÃ° Hof)	SPO-IS0052A_00005_100	PM10	-18.0882	65.6841	8.0	m	urban	traffic	2018-01-30T00:00:00		SPO_F-IS0052A_00005_100_100	2.8	m	19	m	6	m			Transport			0								50	m	-999.9		20	30	-999	SPP-IS_Hof_Bam_PM			automatic	BETA		BAM1020heated						no		1	ug.m-3	In preparation	In preparation	60	minute	60	minute	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
40	IS.EA-Iceland.AQ	2022	NET-IS006A	NorÃ°urÃ¡l (Century Aluminium)	UTC	IS0025A	Gru_Kri	Grundartangi KrÃ­uvarÃ°a	SPO-IS0025A_00005_100	PM10	-21.7591	64.3736	10.0	m	rural	industrial	2010-04-15T00:00:00		SPO_F-IS0025A_00005_100_100	4	m		m		m	700	km	Industrial Processes			0								-999	m	-999.9		-99.9	-100	-999	SPP-IS_A_BETA_thermo5030SHARP			automatic	BETA		thermo5030SHARP						yes	http://qal1.de/15267/0000040216_00_03_thermo_Model5030i_pm10_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	0	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
41	IS.EA-Iceland.AQ	2022	NET-IS006A	NorÃ°urÃ¡l (Century Aluminium)	UTC	IS0041A	Gru_Gro	Grundartangi GrÃ¶f	SPO-IS0041A_00005_100	PM10	-21.8357	64.3342	55.0	m	rural	industrial	2014-02-12T00:00:00		SPO_F-IS0041A_00005_100_100	4	m		m		m	3500	km	Industrial Processes			0								-999	m	-999.9		10	90	180	SPP-IS_A_BETA_thermo5030SHARP_gro			automatic	BETA		thermo5030SHARP						yes	http://qal1.de/15267/0000040216_00_03_thermo_Model5030i_pm10_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	10	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
42	IS.EA-Iceland.AQ	2022	NET-IS009A	HHGK-netiÃ°	UTC	IS0037A	Kop_Dal	KÃ³pavogur DalsmÃ¡ri	SPO-IS0037A_00005_100	PM10	-21.889	64.105	10.0	m	suburban	background	2014-05-29T00:00:00		SPO_F-IS0037A_00005_100_100	4	m		m		m			Transport			0								-999	m	-999.9		-99.9	30	-999	SPP-IS_A_BETA_thermo5030SHARP_dal			automatic	BETA		thermo5030SHARP						yes	http://qal1.de/15267/0000040216_00_03_thermo_Model5030i_pm10_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	10	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
43	IS.EA-Iceland.AQ	2022	NET-IS009A	HHGK-netiÃ°	UTC	IS0046A	Hfj_Nor	HafnarfjÃ¶rÃ°ur NorÃ°urhella	SPO-IS0046A_00005_101	PM10	-21.9854	64.0442	19.0	m	suburban	background	2016-05-09T00:00:00		SPO_F-IS0046A_00005_101_100	4	m		m		m	1	km	Transport			0								-999	m	-999.9		-99.9	-100	-999	SPP-IS_GRIMM_PM10_Nodurh			automatic	BETA		GRIMM-EDM180						yes	http://grimm-aerosol.com/assets/grimm_aerosol_technik_approval_107.pdf	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
44	IS.EA-Iceland.AQ	2022	NET-IS012A	PCC BakkiSilicon hf	UTC	IS0049A	PCC_Nor	PCC norÃ°ur	SPO-IS0049A_00005_100	PM10	-17.3422	66.0793	6.0	m	suburban	industrial	2016-12-01T00:00:00		SPO_F-IS0049A_00005_100_100	4	m		m		m	2	km	Industrial Processes			0								-999	m	-999.9		-99.9	-100	-999	SPP-IS_Bam_PM_PCN			automatic	BETA		BAM1020heated						yes	http://qal1.de/15267/0000026912_03_metone_BAM1020_25_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
45	IS.EA-Iceland.AQ	2022	NET-IS012A	PCC BakkiSilicon hf	UTC	IS0050A	PCC_Sud	PCC suÃ°ur	SPO-IS0050A_00005_100	PM10	-17.3476	66.0549	47.0	m	suburban	industrial	2016-12-01T00:00:00		SPO_F-IS0050A_00005_100_100	4	m		m		m	1	km	Industrial Processes			0								-999	m	-999.9		-99.9	-100	-999	SPP-IS_Bam_PM_PCS			automatic	BETA		BAM1020heated						yes	http://qal1.de/15267/0000026912_03_metone_BAM1020_25_en.pdf	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/is/eu/aqd/d/envzvntwa/dataflow_d_2022_ResubmissionV2.xml	2023-11-24T13:00:22.340		
46	NO.NILU.AQD	2022	NET_NO001A	NO001A	UTC+01	NO0071A	11	Manglerud	SPO_NO0071A_5_38	PM10	10.8149	59.8986	130.0	m	suburban	traffic	2001-10-10T01:00:00		SAM_NO0071A_5_38	3.3	m		m		m						0					Oslo										SPP_NO0071A_5_38			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
47	NO.NILU.AQD	2022	NET_NO001A	NO001A	UTC+01	NO0093A	665	Hjortnes	SPO_NO0093A_5_1039	PM10	10.704	59.9113	8.0	m	urban	traffic	2008-10-11T23:00:00		SAM_NO0093A_5_1039	3	m		m		m						0					Oslo										SPP_NO0093A_5_1039			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
48	NO.NILU.AQD	2022	NET_NO001A	NO001A	UTC+01	NO0095A	504	Smestad	SPO_NO0095A_5_934	PM10	10.6699	59.9325	60.0	m	suburban	traffic	2006-10-17T01:00:00		SAM_NO0095A_5_934	3.9	m		m		m						0					Oslo										SPP_NO0095A_5_934			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
49	NO.NILU.AQD	2022	NET_NO001A	NO001A	UTC+01	NO0101A	163	Rv4 Aker sykehus	SPO_NO0101A_5_332	PM10	10.798	59.941	148	m	suburban	traffic	2003-12-11T10:00:00		SAM_NO0101A_5_332	4.3	m		m		m						0					Oslo										SPP_NO0101A_5_332			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130	
50	NO.NILU.AQD	2022	NET_NO001A	NO001A	UTC+01	NO0122A	1140	E6 Alna senter	SPO_NO0122A_5_2945	PM10	10.8504	59.9256	95.0	m	suburban	traffic	2017-10-29T20:00:00		SAM_NO0122A_5_2945	3	m		m		m						0					Oslo										SPP_NO0122A_5_2945			automatic	TEOM		GRIMM-EDM180						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
51	NO.NILU.AQD	2022	NET_NO002R	NO002R	UTC+01	NO0002R	812	Birkenesobservatoriet	SPO_NO0002R_5_1572	PM10	8.2519	58.3885	200.0	m	rural-regional	background	2012-12-26T08:00:00		SAM_NO0002R_5_1572	3	m		m								0					Birkenes										SPP_NO0002R_5_1572			remote	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	week	1	week	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
52	NO.NILU.AQD	2022	NET_NO002R	NO002R	UTC+01	NO0039R	425	KÃ¥rvatn	SPO_NO0039R_5_1546	PM10	8.8766	62.7825	210.0	m	rural-regional	background	2012-12-31T08:00:00		SAM_NO0039R_5_1546	3	m		m								0					Sunndal										SPP_NO0039R_5_1546			remote	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	week	1	week	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
53	NO.NILU.AQD	2022	NET_NO002R	NO002R	UTC+01	NO0056R	765	Hurdal25	SPO_NO0056R_5_1539	PM10	11.0741	60.3729	280.0	m	rural-regional	background	2012-12-31T08:00:00		SAM_NO0056R_5_1539	25	m		m								0					Hurdal										SPP_NO0056R_5_1539			remote	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	week	1	week	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
54	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0011A	9	Kirkeveien	SPO_NO0011A_5_19	PM10	10.7245	59.9323	61.0	m	urban	traffic	1995-10-01T00:00:00		SAM_NO0011A_5_19	3	m		m		m						0					Oslo										SPP_NO0011A_5_19			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
55	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0057A	7	Alnabru	SPO_NO0057A_5_41	PM10	10.8466	59.9277	95.0	m	suburban	traffic	2003-01-01T00:00:00		SAM_NO0057A_5_41	4.4	m		m		m						0					Oslo										SPP_NO0057A_5_41			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
56	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0072A	12	SkÃ¸yen	SPO_NO0072A_5_352	PM10	10.6897	59.9197	5.0	m	urban	background	2004-02-15T12:00:00		SAM_NO0072A_5_352	3.6	m		m								0					Oslo										SPP_NO0072A_5_352			automatic	light-scat		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
57	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0073A	303	Sofienbergparken	SPO_NO0073A_5_552	PM10	10.7657	59.923	24.0	m	urban	background	2004-10-18T00:00:00		SAM_NO0073A_5_552	4.2	m		m								0					Oslo										SPP_NO0073A_5_552			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
58	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0083A	464	BygdÃ¸y Alle	SPO_NO0083A_5_793	PM10	10.6965	59.9193	17.0	m	urban	traffic	2005-11-10T16:00:00		SAM_NO0083A_5_793	3	m		m		m						0					Oslo										SPP_NO0083A_5_793			automatic	light-scat		GRIMM-EDM180						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
59	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0140A	1172	Spikersuppa	SPO_NO0140A_5_3171	PM10	10.736	59.9141	6.0	m	urban	background	2021-02-18T17:00:00		SAM_NO0140A_5_3171	5	m		m								0					Oslo										SPP_NO0140A_5_3171			automatic	TEOM		GRIMM-EDM180						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
60	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0143A	1173	Vahl skole	SPO_NO0143A_5_3173	PM10	10.766	59.9169	8.6	m	urban	traffic	2021-04-01T23:00:00		SAM_NO0143A_5_3173	3	m		m		m						1					Oslo										SPP_NO0143A_5_3173			automatic	TEOM		GRIMM-EDM180						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
61	NO.NILU.AQD	2022	NET_NO003A	NO003A	UTC+01	NO0146A	1169	Loallmenningen	SPO_NO0146A_5_3145	PM10	10.7584	59.9031	5.0	m	urban	background	2020-11-13T14:00:00		SAM_NO0146A_5_3145	3	m		m								1					Oslo										SPP_NO0146A_5_3145			automatic	light-scat		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
62	NO.NILU.AQD	2022	NET_NO004A	NO004A	UTC+01	NO0059A	4	Danmarks plass	SPO_NO0059A_5_11	PM10	5.3404	60.3741	20.0	m	urban	traffic	2003-01-01T00:00:00		SAM_NO0059A_5_11	3	m		m		m						0					Bergen										SPP_NO0059A_5_11			automatic	TEOM		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
63	NO.NILU.AQD	2022	NET_NO004A	NO004A	UTC+01	NO0108A	896	Rolland Ãsane	SPO_NO0108A_5_2071	PM10	5.3324	60.4627	95	m	suburban	background	2015-10-15T23:00:00		SAM_NO0108A_5_2071	3	m		m								0					Bergen										SPP_NO0108A_5_2071			automatic	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130	
64	NO.NILU.AQD	2022	NET_NO004A	NO004A	UTC+01	NO0109A	894	Loddefjord	SPO_NO0109A_5_2067	PM10	5.2369	60.3611	7.0	m	suburban	traffic	2015-10-16T10:00:00		SAM_NO0109A_5_2067	3	m		m		m						0					Bergen										SPP_NO0109A_5_2067			automatic	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
65	NO.NILU.AQD	2022	NET_NO004A	NO004A	UTC+01	NO0120A	1137	Klosterhaugen	SPO_NO0120A_5_2902	PM10	5.3127	60.3959	35.0	m	urban	background	2017-10-30T13:00:00		SAM_NO0120A_5_2902	3	m		m								0					Bergen										SPP_NO0120A_5_2902			automatic	TEOM		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
66	NO.NILU.AQD	2022	NET_NO004A	NO004A	UTC+01	NO0121A	1136	RÃ¥dal	SPO_NO0121A_5_2888	PM10	5.3246	60.2943	35.0	m	suburban	traffic	2017-09-13T16:00:00		SAM_NO0121A_5_2888	3	m		m		m						0					Bergen										SPP_NO0121A_5_2888			automatic	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
67	NO.NILU.AQD	2022	NET_NO005A	NO005A	UTC+01	NO0135A	1164	Backeparken	SPO_NO0135A_5_3126	PM10	10.1653	59.7495	4.0	m	suburban	background	2020-02-01T00:00:00		SAM_NO0135A_5_3126	3	m		m								0					Drammen										SPP_NO0135A_5_3126			automatic	TEOM		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
68	NO.NILU.AQD	2022	NET_NO005A	NO005A	UTC+01	NO0136A	1163	VÃ¥rveien	SPO_NO0136A_5_3124	PM10	10.1444	59.7536	100.0	m	suburban	traffic	2020-02-01T00:00:00		SAM_NO0136A_5_3124	3	m		m		m						0					Drammen										SPP_NO0136A_5_3124			automatic	TEOM		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
69	NO.NILU.AQD	2022	NET_NO006A	NO006A	UTC+01	NO0060A	856	Elgeseter	SPO_NO0060A_5_1685	PM10	10.3968	63.4174	20.0	m	urban	traffic	2000-01-05T11:00:00		SAM_NO0060A_5_1685	3	m		m		m						0					Trondheim										SPP_NO0060A_5_1685			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
70	NO.NILU.AQD	2022	NET_NO006A	NO006A	UTC+01	NO0089A	705	Torvet	SPO_NO0089A_5_1082	PM10	10.3936	63.4304	30.0	m	urban	background	2009-01-15T14:00:00		SAM_NO0089A_5_1082	3	m		m								0					Trondheim										SPP_NO0089A_5_1082			automatic	light-scat		GRIMM-EDM180						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
71	NO.NILU.AQD	2022	NET_NO006A	NO006A	UTC+01	NO0102A	847	E6-Tiller	SPO_NO0102A_5_1530	PM10	10.3717	63.3576	153.0	m	suburban	traffic	2013-12-20T11:00:00		SAM_NO0102A_5_1530	4.8	m		m		m						0					Trondheim										SPP_NO0102A_5_1530			automatic	TEOM		TEOM1405DF-FDMS						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
72	NO.NILU.AQD	2022	NET_NO006A	NO006A	UTC+01	NO0145A	1155	OmkjÃ¸ringsvegen	SPO_NO0145A_5_3060	PM10	10.4444	63.4105	100.0	m	urban	traffic	2018-11-27T11:00:00		SAM_NO0145A_5_3060	3	m		m		m						1					Trondheim										SPP_NO0145A_5_3060			automatic	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
73	NO.NILU.AQD	2022	NET_NO007A	NO007A	UTC+01	NO0061A	20	Lensmannsdalen	SPO_NO0061A_5_713	PM10	9.6357	59.1593	14.0	m	suburban	traffic	2005-06-13T16:00:00		SAM_NO0061A_5_713	3	m		m		m						0					Grenland										SPP_NO0061A_5_713			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
74	NO.NILU.AQD	2022	NET_NO007A	NO007A	UTC+01	NO0106A	818	Sverresgate	SPO_NO0106A_5_1231	PM10	9.6522	59.1382	15.0	m	suburban	traffic	2011-04-04T23:00:00		SAM_NO0106A_5_1231	4	m		m		m						0					Grenland										SPP_NO0106A_5_1231			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
75	NO.NILU.AQD	2022	NET_NO007A	NO007A	UTC+01	NO0115A	981	Furulund	SPO_NO0115A_5_2473	PM10	9.6956	59.0573	35.0	m	suburban	industrial	2016-07-07T13:00:00		SAM_NO0115A_5_2473	3	m		m			1000	m				0			0	t.year-1	Grenland										SPP_NO0115A_5_2473			automatic	other		unknown						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
76	NO.NILU.AQD	2022	NET_NO007A	NO007A	UTC+01	NO0118A	1091	Knarrdalstranda	SPO_NO0118A_5_2723	PM10	9.6219	59.1335	5.0	m	suburban	background	2017-03-20T16:00:00		SAM_NO0118A_5_2723	3	m		m								0					Grenland										SPP_NO0118A_5_2723			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
77	NO.NILU.AQD	2022	NET_NO008A	NO008A	UTC+01	NO0063A	43	Stener Heyerdahl	SPO_NO0063A_5_192	PM10	7.9918	58.1489	12.0	m	urban	background	2003-05-25T23:00:00		SAM_NO0063A_5_192	3	m		m								0					Kristiansand										SPP_NO0063A_5_192			automatic	BETA		andersenFH62IR						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
78	NO.NILU.AQD	2022	NET_NO008A	NO008A	UTC+01	NO0134A	1162	BjÃ¸rndalssletta	SPO_NO0134A_5_3121	PM10	8.0238	58.1623	10.0	m	suburban	traffic	2020-01-16T10:00:00		SAM_NO0134A_5_3121	3	m		m		m						0					Kristiansand										SPP_NO0134A_5_3121			automatic	TEOM		andersenFH62IR						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
79	NO.NILU.AQD	2022	NET_NO009A	NO009A	UTC+01	NO0065A	15	VÃ¥land	SPO_NO0065A_5_52	PM10	5.7314	58.9616	34.0	m	suburban	background	2003-01-01T00:00:00		SAM_NO0065A_5_52	3	m		m								0					Stavanger										SPP_NO0065A_5_52			automatic	TEOM		TEOM1400						yes	http://qal1.de/en/index.htm	1	ug.m-3	In preparation	In preparation	1	hour	1	hour	http://cdr.eionet.europa.eu/no/eu/aqd/d/envzo85yg/AQD_AssessmentMethod__1_.xml	2023-08-31T14:00:18.130		
